company name,company ticker,company location,role name,role rank,role level,total pay (USD),base pay (USD),stock (USD),bonus (USD),upper bound (USD),lower bound (USD),years at company,years of experience
cisco,CSCO,United States,software-engineering-manager,3,"Grade 13
Director",442700,250900,127700,64099,,,,
cisco,CSCO,United States,software-engineering-manager,4,"Grade 14
Senior Director",682500,300000,262500,120000,,,,
cisco,CSCO,United States,software-engineering-manager,5,"Grade 15
VP",307700,194500,71400,41800,,,,
cisco,CSCO,United States,product-designer,1,Grade 4,111100,107400,0,3800,,,,
cisco,CSCO,United States,product-designer,2,Grade 6,150400,128900,16400,5100,,,,
cisco,CSCO,United States,product-designer,3,Grade 8,174700,149200,16500,8900,,,,
cisco,CSCO,United States,product-designer,4,Grade 10,207600,177000,20700,9900,,,,
cisco,CSCO,United States,product-designer,5,Grade 11,259700,203600,34400,21700,,,,
cisco,CSCO,United States,product-designer,6,Grade 12,274000,189400,50900,33800,,,,
cisco,CSCO,United States,product-designer,7,Grade 13,385900,262000,83300,40500,,,,
micron-technology,MU,United States,software-engineer,1,"E1
(Entry Level)",118000,101000,11800,5200,,,,
micron-technology,MU,United States,software-engineer,2,E2,110100,94100,7400,8600,,,,
micron-technology,MU,United States,software-engineer,3,E3,126000,109700,12000,4200,,,,
micron-technology,MU,United States,software-engineer,4,E4,170200,134600,27300,8300,,,,
micron-technology,MU,United States,software-engineer,5,E5,268900,187700,53000,28200,,,,
micron-technology,MU,United States,software-engineer,6,"F1
SMTS",,,,,,,,
micron-technology,MU,United States,software-engineer,7,"F2
DMTS",,,,,,,,
micron-technology,MU,United States,software-engineer,8,"F3
Fellow",,,,,,,,
micron-technology,MU,United States,software-engineer,9,"F4
Senior Fellow",,,,,,,,
micron-technology,MU,United States,software-engineer,10,"F5
Principal Fellow",,,,,,,,
micron-technology,MU,United States,hardware-engineer,1,E1,101100,91100,5900,4000,,,,
micron-technology,MU,United States,hardware-engineer,2,E2,117400,106200,6500,4700,,,,
micron-technology,MU,United States,hardware-engineer,3,E3,159600,134300,18900,6400,,,,
micron-technology,MU,United States,hardware-engineer,4,E4,167600,139700,18200,9600,,,,
micron-technology,MU,United States,hardware-engineer,5,E5,305800,197400,79100,29300,,,,
micron-technology,MU,United States,hardware-engineer,6,F1,408300,236000,122500,49800,,,,
micron-technology,MU,United States,hardware-engineer,7,F2,,,,,,,,
micron-technology,MU,United States,hardware-engineer,8,Fellow,,,,,,,,
micron-technology,MU,United States,electrical-engineer,1,E1,,,,,,,,
micron-technology,MU,United States,electrical-engineer,2,E2,113300,98600,6300,8400,,,,
micron-technology,MU,United States,electrical-engineer,3,E3,,,,,,,,
micron-technology,MU,United States,electrical-engineer,4,E4,,,,,,,,
micron-technology,MU,United States,electrical-engineer,5,E5,231000,178000,33000,20000,,,,
micron-technology,MU,United States,recruiter,1,E1,,,,,,,,
micron-technology,MU,United States,recruiter,2,E2,,,,,,,,
micron-technology,MU,United States,recruiter,3,E3,,,,,,,,
micron-technology,MU,United States,recruiter,4,E4,140400,140400,0,0,,,,
micron-technology,MU,United States,recruiter,5,E5,,,,,,,,
micron-technology,MU,United States,product-manager,1,E1,167100,135200,15800,16100,,,,
micron-technology,MU,United States,product-manager,2,E2,242300,164600,40800,36900,,,,
micron-technology,MU,United States,product-manager,3,E3,,,,,,,,
micron-technology,MU,United States,product-manager,4,E4,249600,185000,38000,26600,,,,
micron-technology,MU,United States,product-manager,5,E5,,,,,,,,
micron-technology,MU,United States,product-manager,6,F1,,,,,,,,
micron-technology,MU,United States,product-manager,7,F2,,,,,,,,
micron-technology,MU,United States,product-manager,8,Fellow,,,,,,,,
micron-technology,MU,United States,data-scientist,1,E1,,,,,,,,
micron-technology,MU,United States,data-scientist,2,E2,134100,127000,3100,4000,,,,
micron-technology,MU,United States,data-scientist,3,E3,125300,110900,9500,4900,,,,
micron-technology,MU,United States,data-scientist,4,E4,156300,134400,14100,7800,,,,
micron-technology,MU,United States,data-scientist,5,E5,,,,,,,,
micron-technology,MU,United States,data-scientist,6,F1,,,,,,,,
micron-technology,MU,United States,data-scientist,7,F2,,,,,,,,
micron-technology,MU,United States,data-scientist,8,Fellow,,,,,,,,
micron-technology,MU,United States,chemical-engineer,1,E1,,,,,,,,
micron-technology,MU,United States,chemical-engineer,2,E2,99600,92300,1500,5800,,,,
micron-technology,MU,United States,chemical-engineer,3,E3,127600,110600,6300,10700,,,,
micron-technology,MU,United States,chemical-engineer,4,E4,178400,134700,31700,12100,,,,
micron-technology,MU,United States,chemical-engineer,5,E5,,,,,,,,
micron-technology,MU,United States,business-analyst,1,E1,76600,73000,625,3000,,,,
micron-technology,MU,United States,business-analyst,2,E2,103100,95700,4500,2900,,,,
micron-technology,MU,United States,business-analyst,3,E3,91300,79400,7000,4900,,,,
micron-technology,MU,United States,business-analyst,4,E4,139900,116000,10000,13900,,,,
micron-technology,MU,United States,business-analyst,5,E5,,,,,,,,
micron-technology,MU,United States,mechanical-engineer,1,E1,83300,76000,3400,3900,,,,
micron-technology,MU,United States,mechanical-engineer,2,E2,95500,87100,4700,3800,,,,
micron-technology,MU,United States,mechanical-engineer,3,E3,121000,109600,5700,5700,,,,
micron-technology,MU,United States,mechanical-engineer,4,E4,224300,142500,67500,14300,,,,
micron-technology,MU,United States,mechanical-engineer,5,E5,273000,177500,64500,31000,,,,
micron-technology,MU,United States,product-designer,1,E1,,,,,,,,
micron-technology,MU,United States,product-designer,2,E2,122000,100800,16300,5000,,,,
micron-technology,MU,United States,product-designer,3,E3,136300,116000,6700,13600,,,,
micron-technology,MU,United States,product-designer,4,E4,216000,142500,63000,10500,,,,
micron-technology,MU,United States,product-designer,5,E5,245000,188500,42500,14000,,,,
cognizant,CTSH,United States,software-engineer,1,"L1
Programmer Analyst
(Entry Level)",76700,74200,0,2500,,,,
cognizant,CTSH,United States,software-engineer,2,"L2
Associate",86900,86100,0,800,,,,
cognizant,CTSH,United States,software-engineer,3,"L3
Senior Associate",119000,119000,0,59,,,,
cognizant,CTSH,United States,software-engineer,4,"L4
Architect",130000,128000,83,1600,,,,
cognizant,CTSH,United States,software-engineer,5,"L5
Senior Architect",167000,159000,688,7000,,,,
cognizant,CTSH,United States,software-engineer,6,"L6
Principal Architect",189000,181000,0,8300,,,,
cognizant,CTSH,United States,software-engineer,7,"L7
Chief Architect",,,,,,,,
cognizant,CTSH,United States,software-engineer,8,"L8
Distinguished Architect",,,,,,,,
cognizant,CTSH,United States,solution-architect,1,"L1
Analyst",,,,,,,,
cognizant,CTSH,United States,solution-architect,2,"L2
Associate",,,,,,,,
cognizant,CTSH,United States,solution-architect,3,"L3
Senior Associate",135000,130000,0,4700,,,,
cognizant,CTSH,United States,solution-architect,4,"L4
Architect",146000,143000,0,3000,,,,
cognizant,CTSH,United States,solution-architect,5,"L5
Senior Architect",160000,150000,0,10200,,,,
cognizant,CTSH,United States,solution-architect,6,"L6
Principal Architect",197000,179000,1200,17000,,,,
cognizant,CTSH,United States,solution-architect,7,"L7
Chief Architect",244000,211000,17100,16200,,,,
cognizant,CTSH,United States,management-consultant,1,L1,93800,80000,12500,1300,,,,
cognizant,CTSH,United States,management-consultant,2,L2,,,,,,,,
cognizant,CTSH,United States,management-consultant,3,L3,145000,135000,0,9900,,,,
cognizant,CTSH,United States,management-consultant,4,L4,138000,130000,0,7500,,,,
cognizant,CTSH,United States,management-consultant,5,L5,144000,136000,2100,6600,,,,
cognizant,CTSH,United States,management-consultant,6,L6,203000,173000,12000,18000,,,,
cognizant,CTSH,United States,management-consultant,7,L7,,,,,,,,
cognizant,CTSH,United States,information-technologist-it,1,L1,78500,78500,0,0,,,,
cognizant,CTSH,United States,information-technologist-it,2,L2,117000,117000,0,0,,,,
cognizant,CTSH,United States,information-technologist-it,3,L3,107000,100000,0,7500,,,,
cognizant,CTSH,United States,information-technologist-it,4,L4,,,,,,,,
cognizant,CTSH,United States,information-technologist-it,5,L5,,,,,,,,
cognizant,CTSH,United States,information-technologist-it,6,L6,,,,,,,,
cognizant,CTSH,United States,information-technologist-it,7,L7,,,,,,,,
cognizant,CTSH,United States,project-manager,1,L1,118000,118000,0,0,,,,
cognizant,CTSH,United States,project-manager,2,L2,114000,114000,0,0,,,,
cognizant,CTSH,United States,project-manager,3,L3,126000,123000,0,2700,,,,
cognizant,CTSH,United States,project-manager,4,L4,125000,125000,0,0,,,,
cognizant,CTSH,United States,project-manager,5,L5,137000,134000,0,2500,,,,
cognizant,CTSH,United States,project-manager,6,L6,131000,126000,0,4500,,,,
cognizant,CTSH,United States,project-manager,7,L7,136000,128000,0,7800,,,,
cognizant,CTSH,United States,data-analyst,,L2,78000,78000,0,0,,,1 Year,4 Years
cognizant,CTSH,United States,technical-program-manager,1,"L1
Analyst",,,,,,,,
cognizant,CTSH,United States,technical-program-manager,2,"L2
Associate",,,,,,,,
cognizant,CTSH,United States,technical-program-manager,3,"L3
Senior Associate",128000,125000,0,2500,,,,
cognizant,CTSH,United States,technical-program-manager,4,"L4
Architect",133000,126000,0,7000,,,,
cognizant,CTSH,United States,technical-program-manager,5,"L5
Senior Architect",128000,125000,0,3000,,,,
cognizant,CTSH,United States,technical-program-manager,6,"L6
Principal Architect",132000,125000,0,6800,,,,
cognizant,CTSH,United States,technical-program-manager,7,"L7
Chief Architect",,,,,,,,
cognizant,CTSH,United States,data-scientist,1,"L1
Analyst",,,,,,,,
cognizant,CTSH,United States,data-scientist,2,"L2
Associate",95000,95000,0,0,,,,
cognizant,CTSH,United States,data-scientist,3,"L3
Senior Associate",107000,100000,0,6700,,,,
cognizant,CTSH,United States,data-scientist,4,"L4
Architect",,,,,,,,
cognizant,CTSH,United States,data-scientist,5,"L5
Senior Architect",153000,145000,0,8000,,,,
cognizant,CTSH,United States,data-scientist,6,"L6
Principal Architect",,,,,,,,
cognizant,CTSH,United States,data-scientist,7,"L7
Chief Architect",,,,,,,,
cognizant,CTSH,United States,business-analyst,1,L1,84700,80500,0,4200,,,,
cognizant,CTSH,United States,business-analyst,2,L2,106000,102000,1300,2100,,,,
cognizant,CTSH,United States,business-analyst,3,L3,128000,128000,0,500,,,,
cognizant,CTSH,United States,business-analyst,4,L4,123000,122000,0,1500,,,,
cognizant,CTSH,United States,business-analyst,5,L5,,,,,,,,
cognizant,CTSH,United States,business-analyst,6,L6,,,,,,,,
cognizant,CTSH,United States,business-analyst,7,L7,,,,,,,,
cognizant,CTSH,United States,business-analyst,8,L8,,,,,,,,
cognizant,CTSH,United States,software-engineering-manager,1,"L1
Manager",127000,122000,0,5400,,,,
cognizant,CTSH,United States,software-engineering-manager,2,"L2
Senior Manager",138000,130000,604,7200,,,,
cognizant,CTSH,United States,software-engineering-manager,3,"L3
Associate Director",173000,162000,0,11400,,,,
cognizant,CTSH,United States,software-engineering-manager,4,"L4
Director",250000,214000,12900,24000,,,,
cognizant,CTSH,United States,software-engineering-manager,5,"L5
Senior Director",148000,136000,0,11900,,,,
cognizant,CTSH,United States,software-engineering-manager,6,"L6
AVP",125000,121000,0,4000,,,,
cognizant,CTSH,United States,software-engineering-manager,7,"L7
VP",,,,,,,,
cognizant,CTSH,United States,software-engineering-manager,8,"L8
SVP",,,,,,,,
cognizant,CTSH,United States,software-engineering-manager,9,"L9
EVP",,,,,,,,
autodesk,ADSK,United States,software-engineer,1,"Software Engineer 1
Grade 8
(Entry Level)",138000,120000,12300,5900,,,,
autodesk,ADSK,United States,software-engineer,2,"Software Engineer 2
Grade 9",160000,132000,18400,9200,,,,
autodesk,ADSK,United States,software-engineer,3,"Software Engineer 3
Grade 10",160000,147000,10200,2800,,,,
autodesk,ADSK,United States,software-engineer,4,"Senior Software Engineer 1
Grade 11",172000,137000,24600,11000,,,,
autodesk,ADSK,United States,software-engineer,5,"Senior Software Engineer 2
Grade 12",202000,160000,33200,9000,,,,
autodesk,ADSK,United States,software-engineer,6,"Principal Engineer
Grade 13",259000,194000,48900,15600,,,,
autodesk,ADSK,United States,software-engineer,7,"Sr. Principal Engineer/SW Architect
Grade 14",312000,204000,69900,38300,,,,
autodesk,ADSK,United States,software-engineer,8,"Sr SW Architect/Director/Sr. Director
Grade 15",430000,249000,115000,66500,,,,
autodesk,ADSK,United States,software-engineer,9,"Chief Architect/Sr. Director
Grade 16",,,,,,,,
autodesk,ADSK,United States,software-engineer,10,"Autodesk Fellow
Grade 17",,,,,,,,
autodesk,ADSK,United States,solution-architect,,Software Architect,300000,200000,60000,40000,,,13 Years,21 Years
autodesk,ADSK,United States,recruiter,,P3,140000,140000,0,0,,,2-4 Years,5-10 Years
autodesk,ADSK,United States,product-manager,1,P1,142000,132000,6700,3700,,,,
autodesk,ADSK,United States,product-manager,2,P2,143000,120000,14000,9000,,,,
autodesk,ADSK,United States,product-manager,3,P3,167000,142000,18300,6300,,,,
autodesk,ADSK,United States,product-manager,4,P4,238000,176000,42700,19600,,,,
autodesk,ADSK,United States,product-manager,5,P5,291000,205000,54500,31900,,,,
autodesk,ADSK,United States,product-manager,6,P6,426000,249000,123000,54000,,,,
autodesk,ADSK,United States,financial-analyst,,senior finance manager,350000,215000,90000,45000,,,5 Years,12 Years
autodesk,ADSK,United States,technical-program-manager,1,P1,,,,,,,,
autodesk,ADSK,United States,technical-program-manager,2,P2,,,,,,,,
autodesk,ADSK,United States,technical-program-manager,3,P3,144000,117000,18900,8000,,,,
autodesk,ADSK,United States,technical-program-manager,4,P4,216000,169000,29300,17100,,,,
autodesk,ADSK,United States,technical-program-manager,5,P5,,,,,,,,
autodesk,ADSK,United States,technical-program-manager,6,P6,,,,,,,,
autodesk,ADSK,United States,data-scientist,1,P1,,,,,,,,
autodesk,ADSK,United States,data-scientist,2,P2,160000,132000,15900,12600,,,,
autodesk,ADSK,United States,data-scientist,3,P3,172000,138000,22000,11000,,,,
autodesk,ADSK,United States,data-scientist,4,P4,192000,152000,22500,16800,,,,
autodesk,ADSK,United States,data-scientist,5,P5,,,,,,,,
autodesk,ADSK,United States,data-scientist,6,P6,,,,,,,,
autodesk,ADSK,United States,business-analyst,1,P1,,,,,,,,
autodesk,ADSK,United States,business-analyst,2,P2,92400,85600,3700,3000,,,,
autodesk,ADSK,United States,business-analyst,3,P3,127000,110000,9000,8600,,,,
autodesk,ADSK,United States,business-analyst,4,P4,210000,149000,41200,19900,,,,
autodesk,ADSK,United States,business-analyst,5,P5,,,,,,,,
autodesk,ADSK,United States,business-analyst,6,P6,,,,,,,,
autodesk,ADSK,United States,software-engineering-manager,1,"M1
Supervisor",188000,163000,15000,10000,,,,
autodesk,ADSK,United States,software-engineering-manager,2,"M2
Associate Manager",219000,168000,32500,18800,,,,
autodesk,ADSK,United States,software-engineering-manager,3,"M3
Manager",236000,175000,42500,18800,,,,
autodesk,ADSK,United States,software-engineering-manager,4,"M4
Senior Manager",332000,210000,80100,41500,,,,
autodesk,ADSK,United States,software-engineering-manager,5,"M5
Director",406000,235000,120000,51300,,,,
autodesk,ADSK,United States,software-engineering-manager,6,"M6
Senior Director",,,,,,,,
autodesk,ADSK,United States,product-designer,1,P1,122000,122000,0,0,,,,
autodesk,ADSK,United States,product-designer,2,P2,149000,126000,12800,10500,,,,
autodesk,ADSK,United States,product-designer,3,P3,173000,143000,22400,7300,,,,
autodesk,ADSK,United States,product-designer,4,P4,176000,145000,22300,9000,,,,
autodesk,ADSK,United States,product-designer,5,P5,292000,191000,65000,36000,,,,
autodesk,ADSK,United States,product-designer,6,P6,,,,,,,,
t-mobile,TMUS,United States,software-engineer,1,"Associate Engineer
T1
(Entry Level)",117700,106600,3900,7200,,,,
t-mobile,TMUS,United States,software-engineer,2,"Engineer
T2",146100,120100,13400,12500,,,,
t-mobile,TMUS,United States,software-engineer,3,"Senior Engineer
T3",188200,153500,16800,17800,,,,
t-mobile,TMUS,United States,software-engineer,4,"Principal Engineer
T4",248400,189800,22800,35900,,,,
t-mobile,TMUS,United States,software-engineer,5,"Member of Technical Staff
MTS",242500,185000,15000,42500,,,,
t-mobile,TMUS,United States,software-engineer,6,"Senior MTS
T6",,,,,,,,
t-mobile,TMUS,United States,solution-architect,1,"Associate Solution Architect
T1",,,,,,,,
t-mobile,TMUS,United States,solution-architect,2,"Solution Architect
T2",,,,,,,,
t-mobile,TMUS,United States,solution-architect,3,"Senior Solution Architect
T3",187600,157600,8000,22000,,,,
t-mobile,TMUS,United States,solution-architect,4,"Principal Solution Architect
T4",211000,164400,16600,30000,,,,
t-mobile,TMUS,United States,solution-architect,5,"Member of Technical Staff
T5",224800,179500,14300,31000,,,,
t-mobile,TMUS,United States,product-manager,1,"Associate Product Manager
L9",117800,104300,3000,10400,,,,
t-mobile,TMUS,United States,product-manager,2,"Product Manager
L8",153500,131800,7300,14400,,,,
t-mobile,TMUS,United States,product-manager,3,"Senior Product Manager
L7",215100,162700,23800,28600,,,,
t-mobile,TMUS,United States,product-manager,4,"Principal Product Manager
L7",229200,177200,20400,31700,,,,
t-mobile,TMUS,United States,product-manager,5,"Director
L6",291900,181000,67200,43800,,,,
t-mobile,TMUS,United States,product-manager,6,"Senior Director
L5",307900,166000,76500,65400,,,,
t-mobile,TMUS,United States,financial-analyst,1,"Associate Financial Analyst
L9",110700,101200,900,8600,,,,
t-mobile,TMUS,United States,financial-analyst,2,"Financial Analyst
L8",112700,97000,5800,9900,,,,
t-mobile,TMUS,United States,financial-analyst,3,"Senior Financial Analyst
L7",166500,132100,13300,21200,,,,
