company name,company ticker,company location,role name,role rank,role level,total pay (USD),base pay (USD),stock (USD),bonus (USD),upper bound (USD),lower bound (USD),years at company,years of experience
broadcom,AVGO,United States,software-engineer,2,ICB 2,204500,140000,52600,11900,,,,
broadcom,AVGO,United States,software-engineer,3,"ICB 3
Senior Engineer",307000,171700,114800,20400,,,,
broadcom,AVGO,United States,software-engineer,4,"ICB 4
Staff Engineer",366200,182700,150700,32800,,,,
broadcom,AVGO,United States,software-engineer,5,"ICB 5
Principal Engineer",539400,221800,264100,53600,,,,
broadcom,AVGO,United States,software-engineer,6,"ICB 6
Master",708400,217900,421900,68600,,,,
broadcom,AVGO,United States,software-engineer,7,"ICB 7
Distinguished Engineer",849400,223800,538300,87200,,,,
broadcom,AVGO,United States,software-engineer,8,"ICB 8
Fellow",,,,,,,,
broadcom,AVGO,United States,solution-architect,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,solution-architect,2,ICB 2,135800,123800,12000,0,,,,
broadcom,AVGO,United States,solution-architect,3,ICB 3,255500,170000,44500,41000,,,,
broadcom,AVGO,United States,solution-architect,4,ICB 4,300400,173300,98300,28800,,,,
broadcom,AVGO,United States,solution-architect,5,ICB 5,325600,193800,76300,55500,,,,
broadcom,AVGO,United States,solution-architect,6,ICB 6,490300,212500,235000,42800,,,,
broadcom,AVGO,United States,solution-architect,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,solution-architect,8,ICB 8,,,,,,,,
broadcom,AVGO,United States,hardware-engineer,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,hardware-engineer,2,ICB 2,160800,112100,32400,16200,,,,
broadcom,AVGO,United States,hardware-engineer,3,"ICB 3
Senior Engineer",201700,124700,58900,18100,,,,
broadcom,AVGO,United States,hardware-engineer,4,"ICB 4
Staff Engineer",405400,181800,193700,30000,,,,
broadcom,AVGO,United States,hardware-engineer,5,"ICB 5
Principal Engineer",632400,195100,384700,52700,,,,
broadcom,AVGO,United States,hardware-engineer,6,"ICB 6
Master",692900,200200,445500,47200,,,,
broadcom,AVGO,United States,hardware-engineer,7,"ICB 7
Distinguished",663800,217500,360000,86300,,,,
broadcom,AVGO,United States,hardware-engineer,8,"ICB 8
Fellow",,,,,,,,
broadcom,AVGO,United States,sales,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,sales,2,ICB 2,105000,105000,0,0,,,,
broadcom,AVGO,United States,sales,3,ICB 3,,,,,,,,
broadcom,AVGO,United States,sales,4,ICB 4,,,,,,,,
broadcom,AVGO,United States,sales,5,ICB 5,339300,168900,137500,32800,,,,
broadcom,AVGO,United States,sales,6,ICB 6,264800,182000,82800,0,,,,
broadcom,AVGO,United States,sales,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,sales,8,ICB 8,,,,,,,,
broadcom,AVGO,United States,product-manager,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,product-manager,2,ICB 2,,,,,,,,
broadcom,AVGO,United States,product-manager,3,ICB 3,,,,,,,,
broadcom,AVGO,United States,product-manager,4,ICB 4,270000,177100,57800,35100,,,,
broadcom,AVGO,United States,product-manager,5,ICB 5,409400,231700,147400,30300,,,,
broadcom,AVGO,United States,product-manager,6,ICB 6,655500,205600,381600,68300,,,,
broadcom,AVGO,United States,product-manager,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,product-manager,8,ICB 8,,,,,,,,
broadcom,AVGO,United States,technical-program-manager,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,technical-program-manager,2,ICB 2,,,,,,,,
broadcom,AVGO,United States,technical-program-manager,3,ICB 3,208500,137000,52500,19000,,,,
broadcom,AVGO,United States,technical-program-manager,4,ICB 4,379100,169300,167500,42300,,,,
broadcom,AVGO,United States,technical-program-manager,5,ICB 5,451300,151700,265000,34700,,,,
broadcom,AVGO,United States,technical-program-manager,6,ICB 6,,,,,,,,
broadcom,AVGO,United States,technical-program-manager,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,technical-program-manager,8,ICB 8,,,,,,,,
broadcom,AVGO,United States,program-manager,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,program-manager,2,ICB 2,,,,,,,,
broadcom,AVGO,United States,program-manager,3,ICB 3,,,,,,,,
broadcom,AVGO,United States,program-manager,4,ICB 4,,,,,,,,
broadcom,AVGO,United States,program-manager,5,ICB 5,351200,185300,126300,39500,,,,
broadcom,AVGO,United States,program-manager,6,ICB 6,648500,210000,400000,38500,,,,
broadcom,AVGO,United States,program-manager,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,program-manager,8,ICB 8,,,,,,,,
broadcom,AVGO,United States,marketing,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,marketing,2,ICB 2,,,,,,,,
broadcom,AVGO,United States,marketing,3,ICB 3,,,,,,,,
broadcom,AVGO,United States,marketing,4,ICB 4,270000,158000,72500,39500,,,,
broadcom,AVGO,United States,marketing,5,ICB 5,392600,223800,107200,61700,,,,
broadcom,AVGO,United States,marketing,6,ICB 6,,,,,,,,
broadcom,AVGO,United States,marketing,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,marketing,8,ICB 8,,,,,,,,
broadcom,AVGO,United States,software-engineering-manager,1,"ICB 4
Supervisor",291000,224300,50000,16700,,,,
broadcom,AVGO,United States,software-engineering-manager,2,"ICB 5
Manager",451900,236500,154700,60600,,,,
broadcom,AVGO,United States,software-engineering-manager,3,"ICB 6
Senior Manager",872400,219400,578300,74600,,,,
broadcom,AVGO,United States,software-engineering-manager,4,"ICB 7
Director",1260000,270300,860800,126000,,,,
broadcom,AVGO,United States,software-engineering-manager,5,"ICB 8
Senior Director",,,,,,,,
broadcom,AVGO,United States,software-engineering-manager,6,"ICB 9
VP",,,,,,,,
broadcom,AVGO,United States,software-engineering-manager,7,"ICB 10
SVP",,,,,,,,
broadcom,AVGO,United States,product-designer,1,ICB 1,,,,,,,,
broadcom,AVGO,United States,product-designer,2,ICB 2,,,,,,,,
broadcom,AVGO,United States,product-designer,3,"ICB 3
Senior Designer",221600,153500,47500,20600,,,,
broadcom,AVGO,United States,product-designer,4,"ICB 4
Staff Designer",456200,179500,227800,48900,,,,
broadcom,AVGO,United States,product-designer,5,"ICB 5
Principal Designer",446300,214000,152500,79800,,,,
broadcom,AVGO,United States,product-designer,6,ICB 6,,,,,,,,
broadcom,AVGO,United States,product-designer,7,ICB 7,,,,,,,,
broadcom,AVGO,United States,product-designer,8,ICB 8,,,,,,,,
gilead-sciences,GILD,United States,software-engineer,,L3,140000,100000,40000,0,,,2 Years,2 Years
gilead-sciences,GILD,United States,biomedical-engineer,,,150750,,,,162000,139500,,
gilead-sciences,GILD,United States,information-technologist-it,,38,220000,220000,0,0,,,10 Years,20 Years
gilead-sciences,GILD,United States,project-manager,,Manager,178000,144000,25000,9000,,,1 Year,6 Years
gilead-sciences,GILD,United States,product-manager,,-,170000,170000,0,0,,,1 Year,3 Years
gilead-sciences,GILD,United States,financial-analyst,,Seniour,233000,170000,28000,35000,,,3 Years,10 Years
gilead-sciences,GILD,United States,data-scientist,,Manager,223000,178000,25000,20000,,,5 Years,8 Years
gilead-sciences,GILD,United States,program-manager,,hidden,212000,160000,22000,30000,,,0-1 Years,5-10 Years
gilead-sciences,GILD,United States,business-analyst,,29,263000,193000,30000,40000,,,2 Years,8 Years
gilead-sciences,GILD,United States,software-engineering-manager,,-,295000,190000,60000,45000,,,10 Years,12 Years
shopify,SHOP,Canada,software-engineer,1,"L4
(Entry Level)",75400,72900,2500,0,,,,
shopify,SHOP,Canada,software-engineer,2,"L5
Software Developer",106600,98200,8200,147,,,,
shopify,SHOP,Canada,software-engineer,3,"L6
Senior Software Developer",165600,148100,17400,0,,,,
shopify,SHOP,Canada,software-engineer,4,"L7
Staff Software Developer",244200,212000,30100,2000,,,,
shopify,SHOP,Canada,software-engineer,5,"L8
Senior Staff Software Developer",312300,264500,47800,0,,,,
shopify,SHOP,Canada,software-engineer,6,"L9
Principal Developer",,,,,,,,
shopify,SHOP,Canada,software-engineer,7,"L10
Distinguished Engineer",,,,,,,,
shopify,SHOP,Canada,data-science-manager,1,L4,,,,,,,,
shopify,SHOP,Canada,data-science-manager,2,L5,,,,,,,,
shopify,SHOP,Canada,data-science-manager,3,L6,,,,,,,,
shopify,SHOP,Canada,data-science-manager,4,L7,221100,184400,36700,0,,,,
shopify,SHOP,Canada,data-science-manager,5,L8,279200,212500,66700,0,,,,
shopify,SHOP,Canada,data-science-manager,6,L9,,,,,,,,
shopify,SHOP,Canada,data-science-manager,7,L10,,,,,,,,
shopify,SHOP,Canada,customer-service,1,L4,40700,39600,1100,0,,,,
shopify,SHOP,Canada,customer-service,2,L5,47700,45900,1800,0,,,,
shopify,SHOP,Canada,customer-service,3,L6,,,,,,,,
shopify,SHOP,Canada,customer-service,4,L7,,,,,,,,
shopify,SHOP,Canada,customer-service,5,L8,,,,,,,,
shopify,SHOP,Canada,customer-service,6,L9,,,,,,,,
shopify,SHOP,Canada,customer-service,7,L10,,,,,,,,
shopify,SHOP,Canada,product-manager,1,"L4
Associate Product Manager",85800,70100,15000,735,,,,
shopify,SHOP,Canada,product-manager,2,"L5
Product Manager",115400,108200,6500,667,,,,
shopify,SHOP,Canada,product-manager,3,"L6
Senior Product Manager",166100,144600,21200,320,,,,
shopify,SHOP,Canada,product-manager,4,"L7
Product Lead",197300,164500,32800,0,,,,
shopify,SHOP,Canada,product-manager,5,"L8
Senior Product Lead",,,,,,,,
shopify,SHOP,Canada,product-manager,6,"L9
Director",,,,,,,,
shopify,SHOP,Canada,product-manager,7,"L10
VP",,,,,,,,
shopify,SHOP,Canada,financial-analyst,1,L4,,,,,,,,
shopify,SHOP,Canada,financial-analyst,2,L5,90400,90400,0,0,,,,
shopify,SHOP,Canada,financial-analyst,3,L6,121200,121200,0,0,,,,
shopify,SHOP,Canada,financial-analyst,4,L7,,,,,,,,
shopify,SHOP,Canada,financial-analyst,5,L8,,,,,,,,
shopify,SHOP,Canada,financial-analyst,6,L9,,,,,,,,
shopify,SHOP,Canada,financial-analyst,7,L10,,,,,,,,
shopify,SHOP,Canada,data-scientist,1,L4,86900,79400,7100,400,,,,
shopify,SHOP,Canada,data-scientist,2,L5,116000,103300,12400,281,,,,
shopify,SHOP,Canada,data-scientist,3,"L6
Senior Data Scientist",146900,141000,5300,645,,,,
shopify,SHOP,Canada,data-scientist,4,"L7
Staff Data Scientist",220000,176700,42100,1200,,,,
shopify,SHOP,Canada,data-scientist,5,"L8
Senior Staff Data Scientist",,,,,,,,
shopify,SHOP,Canada,data-scientist,6,"L9
Principal Data Scientist",,,,,,,,
shopify,SHOP,Canada,business-analyst,1,L4,,,,,,,,
shopify,SHOP,Canada,business-analyst,2,L5,76500,70200,4400,1900,,,,
shopify,SHOP,Canada,business-analyst,3,"L6
Senior Business Analyst",105600,95000,10600,0,,,,
shopify,SHOP,Canada,business-analyst,4,"L7
Staff Business Analyst",,,,,,,,
shopify,SHOP,Canada,business-analyst,5,"L8
Senior Staff Business Analyst",,,,,,,,
shopify,SHOP,Canada,business-analyst,6,"L9
Principal Business Analyst",,,,,,,,
shopify,SHOP,Canada,marketing,1,L4,,,,,,,,
shopify,SHOP,Canada,marketing,2,L5,78700,74700,3400,550,,,,
shopify,SHOP,Canada,marketing,3,L6,109200,99800,8600,778,,,,
shopify,SHOP,Canada,marketing,4,L7,158200,115600,42600,0,,,,
shopify,SHOP,Canada,marketing,5,L8,,,,,,,,
shopify,SHOP,Canada,marketing,6,L9,,,,,,,,
shopify,SHOP,Canada,software-engineering-manager,1,"L7
Manager",264000,239600,24400,0,,,,
shopify,SHOP,Canada,software-engineering-manager,2,"L8
Senior Manager",367100,240600,126400,0,,,,
shopify,SHOP,Canada,software-engineering-manager,3,"L9
Director",,,,,,,,
shopify,SHOP,Canada,software-engineering-manager,4,"L10
VP",,,,,,,,
shopify,SHOP,Canada,product-designer,1,L4,106300,77900,28300,0,,,,
shopify,SHOP,Canada,product-designer,2,L5,104100,85000,18800,332,,,,
shopify,SHOP,Canada,product-designer,3,"L6
Senior Product Designer",149700,142100,6900,663,,,,
shopify,SHOP,Canada,product-designer,4,"L7
Staff Product Designer",200900,164700,36200,0,,,,
shopify,SHOP,Canada,product-designer,5,"L8
Senior Staff Product Designer",317500,185000,132500,0,,,,
shopify,SHOP,Canada,product-designer,6,"L9
Principal Product Designer",,,,,,,,
tesla,TSLA,United States,software-engineer,1,"P1
Associate Engineer
(Entry Level)",130500,113600,16400,507,,,,
tesla,TSLA,United States,software-engineer,2,"P2
Engineer",201400,152300,48200,933,,,,
tesla,TSLA,United States,software-engineer,3,"P3
Senior Engineer",230000,165500,64500,0,,,,
tesla,TSLA,United States,software-engineer,4,"P4
Staff Engineer",371200,209500,160700,1100,,,,
tesla,TSLA,United States,software-engineer,5,"P5
Sr. Staff Engineer",538800,262400,243700,32700,,,,
tesla,TSLA,United States,software-engineer,6,"P6
Principal Engineer",949300,519299,396700,33300,,,,
tesla,TSLA,United States,hardware-engineer,1,"P1
Associate Engineer",119900,110200,8400,1300,,,,
tesla,TSLA,United States,hardware-engineer,2,"P2
Engineer",156200,131000,24800,412,,,,
tesla,TSLA,United States,hardware-engineer,3,"P3
Senior Engineer",201400,154000,42900,4500,,,,
tesla,TSLA,United States,hardware-engineer,4,"P4
Staff Engineer",299800,201500,98400,0,,,,
tesla,TSLA,United States,hardware-engineer,5,"P5
Sr. Staff Engineer",451400,244000,206200,1200,,,,
tesla,TSLA,United States,hardware-engineer,6,"P6
Principal Engineer",,,,,,,,
tesla,TSLA,United States,project-manager,1,"P1
Associate Project Manager",89000,83000,6000,0,,,,
tesla,TSLA,United States,project-manager,2,"P2
Project Manager",128600,111300,16900,417,,,,
tesla,TSLA,United States,project-manager,3,"P3
Senior Project Manager",165200,129600,34100,1600,,,,
tesla,TSLA,United States,project-manager,4,"P4
Staff Project Manager",241300,151500,86000,3800,,,,
tesla,TSLA,United States,project-manager,5,P5,,,,,,,,
tesla,TSLA,United States,project-manager,6,P6,,,,,,,,
tesla,TSLA,United States,recruiter,1,P1,,,,,,,,
tesla,TSLA,United States,recruiter,2,P2,112100,97500,14500,89,,,,
tesla,TSLA,United States,recruiter,3,P3,158500,120800,37600,0,,,,
tesla,TSLA,United States,recruiter,4,P4,237800,152100,72500,13100,,,,
tesla,TSLA,United States,recruiter,5,P5,,,,,,,,
tesla,TSLA,United States,recruiter,6,P6,,,,,,,,
tesla,TSLA,United States,product-manager,1,"P1
Associate Product Manager",113500,107400,6100,0,,,,
tesla,TSLA,United States,product-manager,2,"P2
Product Manager",159900,135100,23300,1500,,,,
tesla,TSLA,United States,product-manager,3,"P3
Senior Product Manager",208100,166900,40200,1000,,,,
tesla,TSLA,United States,product-manager,4,"P4
Staff Product Manager",245700,178100,66000,1600,,,,
tesla,TSLA,United States,product-manager,5,P5,365700,208300,153800,3500,,,,
tesla,TSLA,United States,product-manager,6,P6,,,,,,,,
tesla,TSLA,United States,technical-program-manager,1,"P1
Associate TPM",92000,91200,795,0,,,,
tesla,TSLA,United States,technical-program-manager,2,"P2
TPM",141100,126200,14700,250,,,,
tesla,TSLA,United States,technical-program-manager,3,"P3
Senior TPM",189100,152800,35600,750,,,,
tesla,TSLA,United States,technical-program-manager,4,"P4
Staff TPM",280700,180100,97400,3300,,,,
tesla,TSLA,United States,technical-program-manager,5,"P5
Sr. Staff TPM",386200,222800,163300,0,,,,
tesla,TSLA,United States,technical-program-manager,6,"P6
Principal TPM",377000,202000,175000,0,,,,
tesla,TSLA,United States,data-scientist,1,"P1
Associate Data Scientist",102100,94500,6800,875,,,,
tesla,TSLA,United States,data-scientist,2,"P2
Data Scientist",155400,136300,17000,2100,,,,
tesla,TSLA,United States,data-scientist,3,"P3
Senior Data Scientist",191900,152000,35700,4100,,,,
tesla,TSLA,United States,data-scientist,4,"P4
Staff Data Scientist",299000,200000,88000,11000,,,,
tesla,TSLA,United States,data-scientist,5,"P5
Sr. Staff Data Scientist",,,,,,,,
tesla,TSLA,United States,data-scientist,6,"P6
Principal Data Scientist",,,,,,,,
tesla,TSLA,United States,program-manager,1,P1,103100,90300,12800,0,,,,
tesla,TSLA,United States,program-manager,2,P2,139500,112900,25100,1500,,,,
tesla,TSLA,United States,program-manager,3,P3,165700,126600,39100,0,,,,
tesla,TSLA,United States,program-manager,4,P4,245000,168800,76100,0,,,,
tesla,TSLA,United States,program-manager,5,P5,292500,205000,87500,0,,,,
tesla,TSLA,United States,program-manager,6,P6,,,,,,,,
tesla,TSLA,United States,mechanical-engineer,1,"P1
Associate Engineer",105500,98300,5700,1500,,,,
tesla,TSLA,United States,mechanical-engineer,2,"P2
Engineer",141700,121400,19900,484,,,,
tesla,TSLA,United States,mechanical-engineer,3,"P3
Senior Engineer",198000,145600,52000,500,,,,
tesla,TSLA,United States,mechanical-engineer,4,"P4
Staff Engineer",279500,183600,94300,1600,,,,
tesla,TSLA,United States,mechanical-engineer,5,"P5
Sr. Staff Engineer",221200,170600,49800,714,,,,
tesla,TSLA,United States,mechanical-engineer,6,"P6
Principal Engineer",,,,,,,,
tesla,TSLA,United States,product-designer,1,"P1
Associate Product Designer",133000,118600,13000,1400,,,,
tesla,TSLA,United States,product-designer,2,"P2
Product Designer",128199,121700,6500,0,,,,
tesla,TSLA,United States,product-designer,3,"P3
Senior Product Designer",180000,150200,29600,160,,,,
tesla,TSLA,United States,product-designer,4,"P4
Staff Product Designer",338700,194100,135300,9300,,,,
tesla,TSLA,United States,product-designer,5,"P5
Sr. Staff Product Designer",,,,,,,,
tesla,TSLA,United States,product-designer,6,"P6
Principal Product Designer",,,,,,,,
palo alto networks,PANW,United States,software-engineer,1,"Software Engineer
(Entry Level)",181600,143300,23200,15200,,,,
palo alto networks,PANW,United States,software-engineer,2,Staff Software Engineer,208400,158200,36400,13800,,,,
palo alto networks,PANW,United States,software-engineer,3,Sr Staff Engineer,268200,186200,64900,17000,,,,
palo alto networks,PANW,United States,software-engineer,4,Principal Engineer,339600,216200,102100,21200,,,,
palo alto networks,PANW,United States,software-engineer,5,"Sr Principal Engineer
Architect",472300,265600,166200,40500,,,,
palo alto networks,PANW,United States,software-engineer,6,Distinguished Engineer,687700,281500,354600,51600,,,,
palo alto networks,PANW,United States,software-engineer,7,Sr Distinguished Engineer,,,,,,,,
palo alto networks,PANW,United States,software-engineer,8,Fellow,,,,,,,,
palo alto networks,PANW,United States,management-consultant,,L10,430000,250000,100000,80000,,,4 Years,12 Years
palo alto networks,PANW,United States,sales,,L3,205000,178000,0,26700,,,6 Years,25 Years
palo alto networks,PANW,United States,information-technologist-it,,L2,157000,138000,0,18800,,,0 Years,5 Years
palo alto networks,PANW,United States,sales-engineer,,L6,211000,136000,25000,50000,,,3 Years,5 Years
palo alto networks,PANW,United States,customer-service,,L3,173000,150000,0,22500,,,0 Years,7 Years
palo alto networks,PANW,United States,product-manager,1,Product Manager,243000,184700,45300,13000,,,,
palo alto networks,PANW,United States,product-manager,2,Staff Product Manager,328300,213300,90000,25000,,,,
palo alto networks,PANW,United States,product-manager,3,Senior Staff Product Manager,302700,201500,73000,28300,,,,
palo alto networks,PANW,United States,product-manager,4,Principal Product Manager,385900,234900,103300,47700,,,,
palo alto networks,PANW,United States,product-manager,5,Senior Principal Product Manager,440900,228000,167300,45600,,,,
palo alto networks,PANW,United States,product-manager,6,Distinguished Product Manager,505800,280000,177800,48000,,,,
palo alto networks,PANW,United States,product-manager,7,Senior Distinguished Product Manager,,,,,,,,
palo alto networks,PANW,United States,product-manager,8,Fellow Product Manager,,,,,,,,
palo alto networks,PANW,United States,data-scientist,1,Data Scientist,,,,,,,,
palo alto networks,PANW,United States,data-scientist,2,Staff Data Scientist,173100,152500,12500,8100,,,,
palo alto networks,PANW,United States,data-scientist,3,Senior Staff Data Scientist,256800,184400,49400,23100,,,,
palo alto networks,PANW,United States,data-scientist,4,Principal Data Scientist,,,,,,,,
palo alto networks,PANW,United States,data-scientist,5,Senior Principal Data Scientist,528100,282500,186900,58700,,,,
palo alto networks,PANW,United States,data-scientist,6,Distinguished Data Scientist,,,,,,,,
palo alto networks,PANW,United States,data-scientist,7,Senior Distinguished Data Scientist,,,,,,,,
palo alto networks,PANW,United States,data-scientist,8,Fellow Data Scientist,,,,,,,,
palo alto networks,PANW,United States,marketing,,L3,202000,155000,28800,18600,,,0 Years,4 Years
palo alto networks,PANW,United States,software-engineering-manager,,L6,463000,253000,160000,50000,,,6 Years,14 Years
verisk,VRSK,United States,software-engineer,1,"L1
(Entry Level)",87700,85700,0,2000,,,,
verisk,VRSK,United States,software-engineer,2,L2,109000,103000,0,5800,,,,
verisk,VRSK,United States,software-engineer,3,L3,145000,135000,1100,9000,,,,
verisk,VRSK,United States,software-engineer,4,L4,147000,139000,0,8300,,,,
verisk,VRSK,United States,solution-architect,,Senior Principal,220000,190000,0,30000,,,10 Years,10 Years
verisk,VRSK,United States,data-analyst,1,L1,73500,73500,0,0,,,,
verisk,VRSK,United States,data-analyst,2,L2,,,,,,,,
verisk,VRSK,United States,data-analyst,3,L3,,,,,,,,
verisk,VRSK,United States,data-analyst,4,L4,,,,,,,,
verisk,VRSK,United States,customer-service,,,65350,,,,70900,59800,,
verisk,VRSK,United States,product-manager,1,L1,116000,113000,400,2700,,,,
verisk,VRSK,United States,product-manager,2,L2,129000,112000,8000,9000,,,,
verisk,VRSK,United States,product-manager,3,L3,,,,,,,,
verisk,VRSK,United States,product-manager,4,L4,,,,,,,,
verisk,VRSK,United States,actuary,1,L1,99000,98000,0,1000,,,,
verisk,VRSK,United States,actuary,2,L2,,,,,,,,
verisk,VRSK,United States,actuary,3,L3,,,,,,,,
verisk,VRSK,United States,actuary,4,L4,,,,,,,,
verisk,VRSK,United States,data-scientist,1,L1,111000,101000,1100,8500,,,,
verisk,VRSK,United States,data-scientist,2,L2,128000,113000,0,14300,,,,
verisk,VRSK,United States,data-scientist,3,L3,127000,107000,6700,13000,,,,
verisk,VRSK,United States,data-scientist,4,L4,137000,123000,0,14000,,,,
verisk,VRSK,United States,business-analyst,1,L1,81400,80500,0,883,,,,
verisk,VRSK,United States,business-analyst,2,L2,82300,79000,0,3300,,,,
verisk,VRSK,United States,business-analyst,3,L3,,,,,,,,
verisk,VRSK,United States,business-analyst,4,L4,,,,,,,,
verisk,VRSK,United States,business-development,,,103350,,,,110000,96700,,
verisk,VRSK,United States,software-engineering-manager,1,L1,,,,,,,,
verisk,VRSK,United States,software-engineering-manager,2,L2,,,,,,,,
verisk,VRSK,United States,software-engineering-manager,3,L3,,,,,,,,
verisk,VRSK,United States,software-engineering-manager,4,L4,169000,161000,0,7400,,,,
cisco,CSCO,United States,software-engineer,1,"Software Engineer 1
Grade 4
(Entry Level)",122400,113300,4600,4500,,,,
cisco,CSCO,United States,software-engineer,2,"Software Engineer 2
Grade 6",137600,128900,6600,2100,,,,
cisco,CSCO,United States,software-engineer,3,"Software Engineer III
Grade 8",167900,147400,13800,6700,,,,
cisco,CSCO,United States,software-engineer,4,"Software Engineer IV
Grade 10",229200,180000,36000,13200,,,,
cisco,CSCO,United States,software-engineer,5,"Technical Leader 1
Grade 11",303900,203100,77900,22900,,,,
cisco,CSCO,United States,software-engineer,6,"Technical Leader 2
Grade 12",351300,220700,88300,42200,,,,
cisco,CSCO,United States,software-engineer,7,"Principal Engineer
Grade 13",483200,267300,144000,71900,,,,
cisco,CSCO,United States,software-engineer,8,Distinguished Engineer,711200,279300,323800,108100,,,,
cisco,CSCO,United States,software-engineer,9,Cisco Fellow,,,,,,,,
cisco,CSCO,United States,solution-architect,1,Grade 4,,,,,,,,
cisco,CSCO,United States,solution-architect,2,Grade 6,,,,,,,,
cisco,CSCO,United States,solution-architect,3,Grade 8,181200,154100,11100,16000,,,,
cisco,CSCO,United States,solution-architect,4,Grade 10,208000,175600,9900,22400,,,,
cisco,CSCO,United States,solution-architect,5,Grade 11,218600,169700,16200,32600,,,,
cisco,CSCO,United States,solution-architect,6,Grade 12,276800,197400,42600,36800,,,,
cisco,CSCO,United States,solution-architect,7,Grade 13,395700,234000,85000,76700,,,,
cisco,CSCO,United States,hardware-engineer,1,Grade 4,103500,99800,1100,2600,,,,
cisco,CSCO,United States,hardware-engineer,2,Grade 6,159700,136200,18300,5200,,,,
cisco,CSCO,United States,hardware-engineer,3,Grade 8,185800,152400,24100,9300,,,,
cisco,CSCO,United States,hardware-engineer,4,Grade 10,219700,181000,27500,11200,,,,
cisco,CSCO,United States,hardware-engineer,5,Grade 11,266500,191100,53600,21800,,,,
cisco,CSCO,United States,hardware-engineer,6,Grade 12,354500,224400,92500,37600,,,,
cisco,CSCO,United States,hardware-engineer,7,Grade 13,479000,208300,175000,95700,,,,
cisco,CSCO,United States,sales,1,Grade 4,100000,100000,0,0,,,,
cisco,CSCO,United States,sales,2,Grade 6,86800,86800,0,0,,,,
cisco,CSCO,United States,sales,3,Grade 8,113900,107500,417,5900,,,,
cisco,CSCO,United States,sales,4,Grade 10,156300,141500,1800,13100,,,,
cisco,CSCO,United States,sales,5,Grade 11,171800,162900,6800,2100,,,,
cisco,CSCO,United States,sales,6,Grade 12,233800,182600,30000,21200,,,,
cisco,CSCO,United States,sales,7,Grade 13,339000,245700,60000,33300,,,,
cisco,CSCO,United States,product-manager,1,Grade 4,125500,114500,1200,9800,,,,
cisco,CSCO,United States,product-manager,2,Grade 6,162500,136600,12400,13500,,,,
cisco,CSCO,United States,product-manager,3,Grade 8,184300,149500,23900,10900,,,,
cisco,CSCO,United States,product-manager,4,Grade 10,233900,185700,38600,9500,,,,
cisco,CSCO,United States,product-manager,5,Grade 11,244800,197000,30800,17000,,,,
cisco,CSCO,United States,product-manager,6,Grade 12,325900,226700,62700,36400,,,,
cisco,CSCO,United States,product-manager,7,Grade 13,506200,268900,182000,55300,,,,
cisco,CSCO,United States,product-manager,8,Grade 14,483500,332500,92500,58500,,,,
cisco,CSCO,United States,technical-program-manager,1,Grade 4,,,,,,,,
cisco,CSCO,United States,technical-program-manager,2,Grade 6,139900,118100,12000,9800,,,,
cisco,CSCO,United States,technical-program-manager,3,Grade 8,156100,144200,5500,6400,,,,
cisco,CSCO,United States,technical-program-manager,4,Grade 10,181600,148300,15700,17600,,,,
cisco,CSCO,United States,technical-program-manager,5,Grade 11,210500,163100,24600,22700,,,,
cisco,CSCO,United States,technical-program-manager,6,Grade 12,293800,191800,53600,48400,,,,
cisco,CSCO,United States,technical-program-manager,7,Grade 13,409500,250000,89500,70000,,,,
cisco,CSCO,United States,business-analyst,1,Grade 4,84100,79400,0,4700,,,,
cisco,CSCO,United States,business-analyst,2,Grade 6,92000,88500,256,3300,,,,
cisco,CSCO,United States,business-analyst,3,Grade 8,124300,111300,6000,7000,,,,
cisco,CSCO,United States,business-analyst,4,Grade 10,166500,145100,10100,11300,,,,
cisco,CSCO,United States,business-analyst,5,Grade 11,,,,,,,,
cisco,CSCO,United States,business-analyst,6,Grade 12,,,,,,,,
cisco,CSCO,United States,business-analyst,7,Grade 13,,,,,,,,
cisco,CSCO,United States,marketing,1,Grade 4,,,,,,,,
cisco,CSCO,United States,marketing,2,Grade 6,92500,88200,0,4300,,,,
cisco,CSCO,United States,marketing,3,Grade 8,135200,124200,3000,8000,,,,
cisco,CSCO,United States,marketing,4,Grade 10,164600,140000,11100,13600,,,,
cisco,CSCO,United States,marketing,5,Grade 11,223400,179400,25400,18600,,,,
cisco,CSCO,United States,marketing,6,Grade 12,276400,198300,36900,41300,,,,
cisco,CSCO,United States,marketing,7,Grade 13,452600,253000,130000,69600,,,,
cisco,CSCO,United States,software-engineering-manager,1,"Grade 11
Manager",281600,197600,57900,26200,,,,
cisco,CSCO,United States,software-engineering-manager,2,"Grade 12
Senior Manager",432300,245000,145900,41300,,,,
